관리번호,설비번호(구),설비명,수리일자,고장내용,고장부품,불량유형,조치내용,수리처,수리시간(분),수리금액,predictions,labels
Z000000002,Z000000002,수동대차 리프트,2023-05-24,스폿트라인 자주검사대 2곳 형광등 신규 설치,스폿트라인 자주검사대 형광등,형광등 불량,형광등 2곳 신규 설치,송명호윤동태,200,,"{'고장부품': '스bote라인 자주검사대', '불량유형': '형광등 신규 설치', '조치내용': '형광등 신규 설치'}","{'고장부품': '스폿트라인 자주검사대 형광등', '불량유형': '형광등 불량', '조치내용': '형광등 2곳 신규 설치'}"
M000000587,IMM-039 매각,유압사출기 220TON,2023-05-25,사출 카플러 이탈 스크류 안착후 볼트 체결,사출 카플러,이탈,스크류 안착후 볼트 체결,오정수 생기2팀,120,,"{'고장부품': '사출 카플러', '불량유형': '이탈', '조치내용': '스크류 안착 후 볼트 체결'}","{'고장부품': '사출 카플러', '불량유형': '이탈', '조치내용': '스크류 안착후 볼트 체결'}"
S000000115,PUP-012,펌프쿨링타웜펌프5HP,2023-05-25,기동램프 전구 교체 LED 6V,기동램프 전구,고장,LED 6V로 교체,윤동태,10,,"{'고장부품': '기동램프 전구', '불량유형': '불량', '조치내용': 'LED 6V 교체'}","{'고장부품': '기동램프 전구', '불량유형': '고장', '조치내용': 'LED 6V로 교체'}"
S000000117,PUP-014,펌프순환펌프 15HP,2023-05-25,기동램프 전구 교체 LED 6V,기동램프 전구,고장,LED 6V로 전구 교체,윤동태,10,,"{'고장부품': '기동램프 전구', '불량유형': '불량', '조치내용': 'LED 6V 교체'}","{'고장부품': '기동램프 전구', '불량유형': '고장', '조치내용': 'LED 6V로 전구 교체'}"
M000000223,RBT-040,헨드링로보트(A3호기),2023-05-25,안전센샤 작동이상 수리 예비품 교체,안전센서,작동이상,예비품으로 교체,오정수,30,,"{'고장부품': '안전센서', '불량유형': '작동 이상', '조치내용': '수리 예비품 교체'}","{'고장부품': '안전센서', '불량유형': '작동이상', '조치내용': '예비품으로 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-25,1공장 시규 사출기 메인 전원 설치 공사 CV25SQ 4C 65M,1공장 시규 사출기 메인 전원,설치 공사 필요,CV25SQ 4C 65M을 사용한 설치 공사 진행,생기팀전원,300,,"{'고장부품': '1공장 시규 사출기 메인 전원', '불량유형': '설치 불량', '조치내용': '전원 설치 공사 (CV25SQ 4C 65M 사용)'}","{'고장부품': '1공장 시규 사출기 메인 전원', '불량유형': '설치 공사 필요', '조치내용': 'CV25SQ 4C 65M을 사용한 설치 공사 진행'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-25,2공장 사출기 10대 매각 유틸리티 철거,2공장 사출기,매각,유틸리티 철거,오정수,240,,"{'고장부품': '2공장 사출기 10대', '불량유형': '매각', '조치내용': '유틸리티 철거'}","{'고장부품': '2공장 사출기', '불량유형': '매각', '조치내용': '유틸리티 철거'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-25,수입검사 출입문 스톱퍼 고장 교체,출입문 스톱퍼,고장,교체,윤동태,30,,"{'고장부품': '출입문 스톱퍼', '불량유형': '고장', '조치내용': '고장 교체'}","{'고장부품': '출입문 스톱퍼', '불량유형': '고장', '조치내용': '교체'}"
S000000005,BDS-001,벤드쇼,2023-05-26,브레이크간격조정볼트 자주풀림 브레이크 SET 교체 간격 8mmfh whwjd,브레이크간격조정볼트,자주 풀림,"브레이크 SET 교체, 간격조정(8mm)",송명호윤동태,100,,"{'고장부품': '브레이크 간격조정볼트', '불량유형': '자주풀림', '조치내용': '브레이크 SET 교체, 간격 8mmfh'}","{'고장부품': '브레이크간격조정볼트', '불량유형': '자주 풀림', '조치내용': '브레이크 SET 교체, 간격조정(8mm)'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-05-26,플라이휠 주변 누유 윤활유 분배변 플러그로 막음,플라이휠,누유,윤활유 분배변 플러그로 막음,보전반전원,120,,"{'고장부품': '플라이휠', '불량유형': '누유', '조치내용': '윤활유 분배변 플러그로 막음'}","{'고장부품': '플라이휠', '불량유형': '누유', '조치내용': '윤활유 분배변 플러그로 막음'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-26,"대형사출라인 유리관퓨즈,누전차단기교체,메인전원 포설","유리관퓨즈, 누전차단기, 메인전원",교체 필요,"유리관퓨즈, 누전차단기 교체 및 메인전원 포설",송명홍륜동태,120,,"{'고장부품': '유리관퓨즈, 누전차단기, 메인전원', '불량유형': '유리관퓨즈, 누전차단기 불량, 메인전원 포설', '조치내용': '유리관퓨즈, 누전차단기 교체, 메인전원 포설'}","{'고장부품': '유리관퓨즈, 누전차단기, 메인전원', '불량유형': '교체 필요', '조치내용': '유리관퓨즈, 누전차단기 교체 및 메인전원 포설'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-26,로봇 용접기 산업용 선풍기 대차 공정된것 기동이상 플러그 단선교체,로봇 용접기 산업용 선풍기 대차,기동이상,플러그 단선교체,윤동태,30,,"{'고장부품': '로봇 용접기 산업용 선풍기', '불량유형': '대차 공정', '조치내용': '플러그 단선 교체'}","{'고장부품': '로봇 용접기 산업용 선풍기 대차', '불량유형': '기동이상', '조치내용': '플러그 단선교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-26,신규  쿨링타원 펌프 인출 분전반 문 손잡이 파손 보수 작업,분전반 문 손잡이,파손,보수 작업,윤동태,30,,"{'고장부품': '편반 문 손잡이', '불량유형': '파손', '조치내용': '손잡이 보수 작업'}","{'고장부품': '분전반 문 손잡이', '불량유형': '파손', '조치내용': '보수 작업'}"
S000000044,EDS-001(철거),전착도장,2023-05-27,세척조 전자밸브 이상 전선 노후 교체,세척조 전자밸브 전선,노후,전선 교체,오정수,40,,"{'고장부품': '세척조 전자밸브', '불량유형': '이상', '조치내용': '전선 노후 교체'}","{'고장부품': '세척조 전자밸브 전선', '불량유형': '노후', '조치내용': '전선 교체'}"
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-05-27,무빙핀 감지센서 접촉이상 교체,무빙핀 감지센서,접촉이상,센서 교체,오정수,30,,"{'고장부품': '무빙핀 감지센서', '불량유형': '접촉 이상', '조치내용': '센서 교체'}","{'고장부품': '무빙핀 감지센서', '불량유형': '접촉이상', '조치내용': '센서 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-27,사출신축 쿨링 타원 배관 연결 및 수압 점검,사출신축 쿨링 타원 배관,연결 및 수압 문제,배관 연결 및 수압 점검,"유일로보틱스,오정수",300,,"{'고장부품': '사출신축 쿨링 타원 배관', '불량유형': '연결 불량 및 수압 점검 필요', '조치내용': '배관 연결 및 수압 점검'}","{'고장부품': '사출신축 쿨링 타원 배관', '불량유형': '연결 및 수압 문제', '조치내용': '배관 연결 및 수압 점검'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-05-29,유격불량 #80번 사출 샤프트 제품 변경후 정상,#80번 사출 샤프트,유격불량,제품 변경 후 정상 작동,윤동태,60,,"{'고장부품': '#80번 사출 샤프트', '불량유형': '유격불량', '조치내용': '제품 변경 후 정상'}","{'고장부품': '#80번 사출 샤프트', '불량유형': '유격불량', '조치내용': '제품 변경 후 정상 작동'}"
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-05-29,NC FEEDER 타발시뒤로밀린 릴리싱 자동캠 각도조정 ,릴리싱 자동캠,타발시 뒤로 밀림,각도조정,윤동태,40,,"{'고장부품': 'NC FEEDER 타발시뒤로밀린 릴리싱 자동캠', '불량유형': '각도조정 필요', '조치내용': '각도조정'}","{'고장부품': '릴리싱 자동캠', '불량유형': '타발시 뒤로 밀림', '조치내용': '각도조정'}"
M000000196,POP-042,파워프레스250TON PRESS (P7)AMP,2023-05-29,양수조작 0.5초 이상발생 양수조작 기판 교체,양수조작,0.5초 이상발생,기판 교체,윤동태,120,,"{'고장부품': '양수조작 기판', '불량유형': '0.5초 이상 발생', '조치내용': '기판 교체'}","{'고장부품': '양수조작', '불량유형': '0.5초 이상발생', '조치내용': '기판 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-29,공장동 A동 감지기 오동작 사출동 #2#4 방화샷다 오동작 복구중,"공장동 A동 감지기, 사출동 #2#4 방화샷다",오동작,복구 진행중,윤동태,180,,"{'고장부품': '공장동 A동 감지기', '불량유형': '오동작', '조치내용': '사출동 #2#4 방화샷다 오동작 복구중'}","{'고장부품': '공장동 A동 감지기, 사출동 #2#4 방화샷다', '불량유형': '오동작', '조치내용': '복구 진행중'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-29,연구동 화재수신기 자동탐지기 계단 오동작 복구,연구동 화재수신기 자동탐지기,오동작,복구,윤동태,20,,"{'고장부품': '연구동 화재수신기 자동탐지기 계단', '불량유형': '오동작', '조치내용': '복구'}","{'고장부품': '연구동 화재수신기 자동탐지기', '불량유형': '오동작', '조치내용': '복구'}"
M000000410,DWN-004,두원TL SCREW M/C2호기,2023-05-30,너트누락 FP 센서 단선 센서교체,FP 센서,"너트 누락, 단선",센서 교체,오정수윤동태,50,60000.0,"{'고장부품': 'FP 센서', '불량유형': '너트 누락', '조치내용': '센서 교체'}","{'고장부품': 'FP 센서', '불량유형': '너트 누락, 단선', '조치내용': '센서 교체'}"
S000000061,FOL-007,지게차전동전동지게차:생산2부팀,2023-05-30,클럇션 파소 교체,클럇션,파손,클럇션 교체,오정수,30,,"{'고장부품': '클鲉', '불량유형': '파소', '조치내용': '파소 교체'}","{'고장부품': '클럇션', '불량유형': '파손', '조치내용': '클럇션 교체'}"
S000000141,FOL-022,지게차 입식세척전동지게차1.5TON,2023-05-30,"오토퓨즈 연속out 절연이상 원인미상,플러그 파손 교체 영천엔진니어링AS 요청","오토퓨즈, 플러그","연속out,절연이상,파손","플러그 교체, 영천엔진니어링AS 요청",보전반전원,300,,"{'고장부품': '오토퓨즈', '불량유형': '연속out 절연이상', '조치내용': '플러그 파손 교체, 영천엔진니어링AS 요청'}","{'고장부품': '오토퓨즈, 플러그', '불량유형': '연속out,절연이상,파손', '조치내용': '플러그 교체, 영천엔진니어링AS 요청'}"
M000000576,HON-012,한온진공 융착기,2023-05-30,에어 압력계 에어 누설 에어호스 교체 ,에어 압력계,에어 누설,에어호스 교체,윤동태,40,,"{'고장부품': '에어 압력계', '불량유형': '에어 누설', '조치내용': '에어호스 교체'}","{'고장부품': '에어 압력계', '불량유형': '에어 누설', '조치내용': '에어호스 교체'}"
M000000584,IMM-036,850TON전동사출기,2023-05-30,상부호퍼 파손 예비품 홀수정후 교체,상부호퍼,파손,예비품 홀수정 후 교체,오정수,60,,"{'고장부품': '상부호퍼', '불량유형': '파손', '조치내용': '예비품 홀수정 후 교체'}","{'고장부품': '상부호퍼', '불량유형': '파손', '조치내용': '예비품 홀수정 후 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-30,사출동 방화샷다 #2.#4번 복구 완료,사출동 방화샷다 #2.#4번,복구 필요,복구 완료,보전반전원,150,,"{'고장부품': '사출동 방화샷다', '불량유형': '불량', '조치내용': '#2.#4번 복구 완료'}","{'고장부품': '사출동 방화샷다 #2.#4번', '불량유형': '복구 필요', '조치내용': '복구 완료'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-30,사출동 방화샷다 #2.#4번 복구 완료,사출동 방화샷다 #2.#4번,손상,복구 완료,보전반전원,150,,"{'고장부품': '사출동 방화샷다', '불량유형': '불량', '조치내용': '#2.#4번 복구 완료'}","{'고장부품': '사출동 방화샷다 #2.#4번', '불량유형': '손상', '조치내용': '복구 완료'}"
M000000110,E-0611,유압프레스 05호,2023-05-31,안전센서 릴레이 2EA 소손 교체,안전센서 릴레이,소손,릴레이 2EA 교체,오정수,30,12000.0,"{'고장부품': '안전센서 릴레이', '불량유형': '소손', '조치내용': '교체'}","{'고장부품': '안전센서 릴레이', '불량유형': '소손', '조치내용': '릴레이 2EA 교체'}"
M000000192,POP-038,파워프레스200TON PRESS (B3),2023-05-31,안전1행정 타발이상 캠스위치 부분적 교체,캠스위치,타발이상,부분적 교체,송명호윤동태,180,,"{'고장부품': '안전1행정 캠스위치', '불량유형': '타발 이상', '조치내용': '부적 교체'}","{'고장부품': '캠스위치', '불량유형': '타발이상', '조치내용': '부분적 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-31,SDI CASE REAR 마킹기 핀 이탈 핀 재고정,SDI CASE REAR 마킹기 핀,이탈,핀 재고정,오정수,30,,"{'고장부품': 'SDI CASE REAR 마킹기 핀', '불량유형': '이탈', '조치내용': '핀 재고정'}","{'고장부품': 'SDI CASE REAR 마킹기 핀', '불량유형': '이탈', '조치내용': '핀 재고정'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-31,SL 밀링라인 이관 공사(유틸리티 철거 및 이동 상차),SL 밀링라인,철거 및 이동 상차,이관 공사(유틸리티),생기팀 전원,180,,"{'고장부품': 'SL 밀링라인', '불량유형': '이관', '조치내용': '유틸리티 철거 및 이동 상차'}","{'고장부품': 'SL 밀링라인', '불량유형': '철거 및 이동 상차', '조치내용': '이관 공사(유틸리티)'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-31,스크랩 컨베어 지하지트 사용 유압펌프 모터 분해 세척중,유압펌프 모터,지질 변형,모터 분해 및 세척,윤동태,150,,"{'고장부품': '스크랩 컨베어 지지트', '불량유형': '유압펌프 모터 분해', '조치내용': '세척 중'}","{'고장부품': '유압펌프 모터', '불량유형': '지질 변형', '조치내용': '모터 분해 및 세척'}"
